title,blog,url,date,excerpt,host,txt,asset,off,ruleish,noise
A Look At The S&P 500 Death Cross,Quantifiable Edges,http://quantifiableedges.com/a-look-at-the-sp-500-death-cross/,"31 Aug 2015, 12:45pm",Notable on Friday was that the 50-day moving average of the SPX closed below its 200-day moving average. This is often referred to as a “Death Cross”. (When the 50ma is above the 200ma that is a “Golden Cross”.) This is the first Death Cross since early 2012. Let’s take a brief look at,quantifiableedges.com,A Look At The S&P 500 Death Cross || Notable on Friday was that the 50-day moving average of the SPX closed below its 200-day moving average. This is often referred to as a “Death Cross”. (When the 50ma is above the 200ma that is a “Golden Cross”.) This is the first Death Cross since early 2012. Let’s take a brief look at,2,0,2,0
Forex Trading Diary #4 - Adding a Backtesting Capability,Quant Start,http://www.quantstart.com/articles/Forex-Trading-Diary-4-Adding-a-Backtesting-Capability,"17 Apr 2015, 10:51am","I've been busy working on the open-source QSForex system over the past week. I've made some useful improvements and I thought I'd share them with you in this forex trading diary update. In particular, I've made the following changes, which will be discussed at length in this",quantstart.com,"Forex Trading Diary #4 - Adding a Backtesting Capability || I've been busy working on the open-source QSForex system over the past week. I've made some useful improvements and I thought I'd share them with you in this forex trading diary update. In particular, I've made the following changes, which will be discussed at length in this",2,0,2,0
RUT Iron Condor - Dynamic Exit - 38 DTE - 16 Delta,DTR Trading,http://dtr-trading.blogspot.com/2015/02/rut-iron-condor-dynamic-exit-38-dte-16.html,"24 Feb 2015, 07:14pm","In this post we will look at the backtest results for dynamic exits of 38 days-to-expiration (DTE) Iron Condors (IC), with 16 delta short strikes, with different profit and loss exits. For some background on how these results are presented, please review the overview and prior 38 DTE posts at: RUT",dtr-trading.blogspot.com,"RUT Iron Condor - Dynamic Exit - 38 DTE - 16 Delta || In this post we will look at the backtest results for dynamic exits of 38 days-to-expiration (DTE) Iron Condors (IC), with 16 delta short strikes, with different profit and loss exits. For some background on how these results are presented, please review the overview and prior 38 DTE posts at: RUT",2,0,2,0
RUT Iron Condor - Dynamic Exit - 38 DTE - 12 Delta,DTR Trading,http://dtr-trading.blogspot.jp/2015/02/rut-iron-condor-dynamic-exit-38-dte-12.html,"17 Feb 2015, 07:52pm","In this post we will look at the backtest results for dynamic exits of 38 days-to-expiration (DTE) Iron Condors (IC), with 12 delta short strikes, with different profit and loss exits. For some background on how these results are presented, please review the overview and prior 38 DTE posts at: RUT",dtr-trading.blogspot.jp,"RUT Iron Condor - Dynamic Exit - 38 DTE - 12 Delta || In this post we will look at the backtest results for dynamic exits of 38 days-to-expiration (DTE) Iron Condors (IC), with 12 delta short strikes, with different profit and loss exits. For some background on how these results are presented, please review the overview and prior 38 DTE posts at: RUT",2,0,2,0
DAX Leadership could signal Europe outperformance,Nautilus Research,https://twitter.com/NautilusCap/status/557898763692683265,"21 Jan 2015, 04:57am",DAX Leadership could signal Europe outperformance,twitter.com,DAX Leadership could signal Europe outperformance || DAX Leadership could signal Europe outperformance,2,0,2,0
How to Design a Simple Multi-Timeframe Trend Strategy on Bitcoin,Quantpedia,https://quantpedia.com/how-to-design-a-simple-multi-timeframe-trend-strategy-on-bitcoin/?a=6080,"14 Nov 2025, 12:52am","Bitcoin is one of the most widely discussed financial assets of the modern era. Since its inception, it has evolved from a niche digital experiment into a globally recognized investment instrument with institutional adoption and billions in daily trading volume. Despite its inherent volatility,",quantpedia.com,"How to Design a Simple Multi-Timeframe Trend Strategy on Bitcoin || Bitcoin is one of the most widely discussed financial assets of the modern era. Since its inception, it has evolved from a niche digital experiment into a globally recognized investment instrument with institutional adoption and billions in daily trading volume. Despite its inherent volatility,",2,0,1,0
Low-Volatility Stocks: Reducing Risk Without Sacrificing Returns,Relative Value Arbitrage,https://blog.harbourfronts.com/2025/05/19/low-volatility-stocks-reducing-risk-without-sacrificing-returns/,"20 May 2025, 11:16pm","The recent market turbulence highlights the need for improved risk management and strategies to reduce portfolio volatility. In this post, I’ll explore how to enhance portfolio diversification using low-volatility stocks. Gold and Low-Volatility Stocks as Diversifiers Gold has long been regarded",blog.harbourfronts.com,"Low-Volatility Stocks: Reducing Risk Without Sacrificing Returns || The recent market turbulence highlights the need for improved risk management and strategies to reduce portfolio volatility. In this post, I’ll explore how to enhance portfolio diversification using low-volatility stocks. Gold and Low-Volatility Stocks as Diversifiers Gold has long been regarded",2,0,1,0
Short-Term Correlated Stress Reversal Trading,Quantpedia,https://quantpedia.com/short-term-correlated-stress-reversal-trading/?a=6080,"26 Apr 2025, 07:33pm","Short-term reversal strategies in U.S. large-cap equity indexes, such as the S&P 500, are well-documented and widely followed. These reversals often occur in response to brief periods of market stress, where sharp declines are followed by quick recoveries (as we have experienced in the last few",quantpedia.com,"Short-Term Correlated Stress Reversal Trading || Short-term reversal strategies in U.S. large-cap equity indexes, such as the S&P 500, are well-documented and widely followed. These reversals often occur in response to brief periods of market stress, where sharp declines are followed by quick recoveries (as we have experienced in the last few",2,0,1,0
Intraday Momentum for ES and NQ,Quantitativo,https://www.quantitativo.com/p/intraday-momentum-for-es-and-nq,"16 Jan 2025, 08:34pm","""If I have seen further, it is by standing on the shoulders of giants.” Sir Isaac Newton. First of all, Happy New Year! When I started Quantitativo a few months ago, I could never expect to gather such an amazing group of like-minded people in such a short time. Your enthusiasm, curiosity,",quantitativo.com,"Intraday Momentum for ES and NQ || ""If I have seen further, it is by standing on the shoulders of giants.” Sir Isaac Newton. First of all, Happy New Year! When I started Quantitativo a few months ago, I could never expect to gather such an amazing group of like-minded people in such a short time. Your enthusiasm, curiosity,",2,0,1,0
Quantifying and Combining Crypto Alphas,Robot Wealth,https://robotwealth.com/quantifying-and-combining-crypto-alphas/,"2 Feb 2024, 06:22pm","In this article, I’ll take some crypto stat arb features from our recent brainstorming article and show you how you might quantify their strength and decay characteristics and then combine them into a trading signal. This article continues our recent articles on stat arb: A short take on stat arb",robotwealth.com,"Quantifying and Combining Crypto Alphas || In this article, I’ll take some crypto stat arb features from our recent brainstorming article and show you how you might quantify their strength and decay characteristics and then combine them into a trading signal. This article continues our recent articles on stat arb: A short take on stat arb",2,0,1,0
Big boost for quant_rv going long/short SPY/SH (Part 11),Babbage9010,https://babbage9010.wordpress.com/2023/11/02/big-boost-for-quant_rv-going-long-short-spy-sh/,"2 Nov 2023, 02:15am","sum: quant_rv was already beating SPY in our last post, with a long-only approach. Testing the remaining (flat) days finds that they’re dominated by losers, so if we go short (using SH ETF) instead of flat, boom! performance jumps again recap quant_rv is a simple quant strategy written in R that",babbage9010.wordpress.com,"Big boost for quant_rv going long/short SPY/SH (Part 11) || sum: quant_rv was already beating SPY in our last post, with a long-only approach. Testing the remaining (flat) days finds that they’re dominated by losers, so if we go short (using SH ETF) instead of flat, boom! performance jumps again recap quant_rv is a simple quant strategy written in R that",2,0,1,0
Finding and analyzing free stock index data with Python and EDGAR,Wrighters.io,https://www.wrighters.io/finding-and-analyzing-free-stock-index-data-with-python-and-edgar/,"18 Oct 2022, 02:01am","A stock index is just a list of stocks. But an index is a special list because investors use it to make investing decisions. An index is constructed via rules about stocks to include, how much to include, and when to include (or remove it). Finding this data, especially for more obscure indexes, can",wrighters.io,"Finding and analyzing free stock index data with Python and EDGAR || A stock index is just a list of stocks. But an index is a special list because investors use it to make investing decisions. An index is constructed via rules about stocks to include, how much to include, and when to include (or remove it). Finding this data, especially for more obscure indexes, can",2,0,1,0
